   0 201  1998.1733398    462950 335258.00      1.40     99.31      2.89      3.10     99.27      4.59      6.52
   0 202  1998.2004395    461902 334065.31      4.49     97.16      3.19      6.21     97.13      4.90      7.00
   0 203  1998.2276611    460998 333430.50      3.41     98.67      3.38      5.13     98.51      5.10      7.38
   0 204  1998.2547607    456029 328600.50      3.76     95.82      3.64      5.49     95.75      5.36      7.86
   0 205  1998.2819824    456695 329652.09      4.81     96.50      3.54      6.52     96.42      5.26      8.03
   0 206  1998.3090820    458206 330618.91      4.32     95.85      3.08      6.07     95.77      4.81      7.89
   0 207  1998.3363037    401909 288881.41      3.20     95.42      2.24      4.97     95.36      3.98      7.38
   0 208  1998.3635254    406409 292303.00     -1.18     94.39      1.11      0.52     94.40      2.85      6.56
 999 209  1998.3906250    379750 278325.41      2.76     98.96      0.16      4.44     98.95      1.90      5.86
   0 210  1998.4178467    435475 314647.09     -1.69     95.32     -0.88      0.05     95.23      0.87      4.98
   0 211  1998.4449463    454194 329612.31     -1.96     96.14     -1.19     -0.18     96.03      0.57      4.67
   0 212  1998.4721680    418927 304179.31     -2.29     94.50     -1.15     -0.55     94.56      0.61      4.52
   0 213  1998.4992676    462465 337056.41      0.18     92.32     -0.98      1.96     92.40      0.79      4.30
   0 214  1998.5264893    464860 338934.91      0.51     89.26     -0.80      2.30     89.42      0.98      3.86
   0 215  1998.5535889    458642 335696.59     -2.10     91.04     -0.48     -0.32     91.26      1.30      3.35
 999 216  1998.5808105    378951 281734.09     -0.90     96.54     -0.22      0.83     96.74      1.58      2.63
   0 217  1998.6079102    407320 299742.91     -0.25     88.44      0.69      1.57     88.61      2.49      2.43
   0 218  1998.6351318    452171 333650.81     -0.86     89.81      1.43      0.93     90.08      3.24      2.01
   0 219  1998.6623535    446707 329870.31      2.54     90.58      2.55      4.37     90.93      4.36      1.97
   0 220  1998.6894531    442749 328676.69      4.68     89.25      3.68      6.49     89.66      5.49      2.03
   0 221  1998.7166748    453287 335754.50      5.56     89.42      4.72      7.37     89.84      6.54      2.18
   0 222  1998.7437744    449157 332845.81      5.69     88.21      5.47      7.51     88.56      7.30      2.26
   0 223  1998.7709961    449162 332303.81      7.26     90.63      6.37      9.10     91.05      8.21      2.75
 999 224  1998.7980957    455724 340450.41      3.39     96.55      6.87      5.25     96.90      8.72      3.12
   0 225  1998.8253174    454210 334454.91      8.77     90.04      6.99     10.62     90.50      8.85      3.38
   0 226  1998.8524170    456880 335436.50      7.32     87.76      6.75      9.19     88.12      8.61      3.53
   0 227  1998.8796387    446716 326984.19      6.64     88.32      6.27      8.51     88.54      8.15      3.67
   0 228  1998.9067383    448142 326783.19      2.95     87.16      5.88      4.83     87.26      7.77      4.05
   0 229  1998.9339600    461325 335604.31      8.52     87.47      5.45     10.43     87.64      7.34      4.47
   0 230  1998.9611816    431889 312696.09      4.12     85.77      5.01      6.03     85.92      6.90      4.91
   0 231  1998.9882812    434800 314677.50      4.75     85.05      4.54      6.63     85.17      6.44      5.30
   0 232  1999.0155029    443538 320941.50      2.62     84.50      4.08      4.52     84.54      5.99      5.62
   0 233  1999.0426025    465600 336742.19      4.70     84.59      3.68      6.62     84.54      5.60      5.89
 999 234  1999.0698242    473662 345026.19     -1.40     92.11      3.44      0.51     91.93      5.37      6.20
   0 235  1999.0969238    463339 334823.31     -0.32     88.95      3.43      1.62     88.86      5.38      6.62
   0 236  1999.1241455    333868 241601.91      6.40     89.20      3.54      8.40     89.13      5.51      7.06
   0 237  1999.1512451    455599 329332.69      3.67     87.07      3.66      5.63     86.92      5.64      7.42
   0 238  1999.1784668    463192 334513.19      4.30     87.58      3.64      6.28     87.38      5.62      7.58
   0 239  1999.2055664    464940 335576.41      2.71     89.80      3.50      4.71     89.59      5.50      7.63
   0 240  1999.2327881    463546 335769.09      3.99     91.87      3.28      5.99     91.57      5.27      7.59
   0 241  1999.2600098    467202 336872.81      1.99     91.82      3.07      4.00     91.50      5.08      7.63
   0 242  1999.2871094    467313 337124.91      3.98     92.14      2.72      6.00     91.96      4.73      7.56
 999 243  1999.3143311    445725 325021.59     -1.08     98.28      2.20      0.94     98.10      4.22      7.36
   0 244  1999.3414307    464032 335065.09      1.13     89.57      1.58      3.15     89.40      3.60      7.06
